Index	Vertex	feature	normal		position		member	gl_Position				member_1			
368	106	1	 3173	-2589	 2479	 2822	 0.000000	-0.939434	-0.998995	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
369	107	1	-2842	-2948	 2482	 2825	 0.000000	-0.940189	-0.999589	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
370	106	1	 3173	-2589	 2479	 2822	 0.000000	-0.939434	-0.998995	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
371	108	1	-3495	-2135	 2035	 2840	 0.000000	-1.010165	-1.003352	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
372	106	1	 3173	-2589	 2479	 2822	 0.000000	-0.939434	-0.998995	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
373	102	1	-3750	-1646	 1811	 2793	 0.000000	-1.045217	-0.992486	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
374	108	1	-3495	-2135	 2035	 2840	 0.000000	-1.010165	-1.003352	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
375	109	1	-4062	-523	 2037	 2843	 0.000000	-1.009968	-1.004547	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
376	108	1	-3495	-2135	 2035	 2840	 0.000000	-1.010165	-1.003352	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
377	111	1	-1874	-3641	 2028	 2851	 0.000000	-1.010929	-1.005471	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
378	108	1	-3495	-2135	 2035	 2840	 0.000000	-1.010165	-1.003352	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
379	113	1	-1916	-3620	 1971	 2864	 0.000000	-1.019844	-1.008524	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
380	111	1	-1874	-3641	 2028	 2851	 0.000000	-1.010929	-1.005471	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
381	108	1	-3495	-2135	 2035	 2840	 0.000000	-1.010165	-1.003352	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
382	102	1	-3750	-1646	 1811	 2793	 0.000000	-1.045217	-0.992486	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
383	113	1	-1916	-3620	 1971	 2864	 0.000000	-1.019844	-1.008524	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
384	113	1	-1916	-3620	 1971	 2864	 0.000000	-1.019844	-1.008524	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
385	102	1	-3750	-1646	 1811	 2793	 0.000000	-1.045217	-0.992486	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
386	118	1	-3486	-2149	 1899	 2931	 0.000000	-1.031414	-1.024676	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
387	102	1	-3750	-1646	 1811	 2793	 0.000000	-1.045217	-0.992486	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
388	117	1	-3335	-2376	 1723	 2894	 0.000000	-1.058883	-1.015935	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
389	120	1	-4009	-835	 1696	 2941	 0.000000	-1.063239	-1.027421	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
390	120	1	-4009	-835	 1696	 2941	 0.000000	-1.063239	-1.027421	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
391	121	1	-2496	-3247	 1697	 2950	 0.000000	-1.062775	-1.028794	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
392	122	1	-3484	 2153	 1698	 2950	 0.000000	-1.062819	-1.030442	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
393	102	1	-3750	-1646	 1811	 2793	 0.000000	-1.045217	-0.992486	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
394	120	1	-4009	-835	 1696	 2941	 0.000000	-1.063239	-1.027421	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
395	122	1	-3484	 2153	 1698	 2950	 0.000000	-1.062819	-1.030442	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
396	118	1	-3486	-2149	 1899	 2931	 0.000000	-1.031414	-1.024676	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
397	102	1	-3750	-1646	 1811	 2793	 0.000000	-1.045217	-0.992486	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
398	122	1	-3484	 2153	 1698	 2950	 0.000000	-1.062819	-1.030442	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
399	122	1	-3484	 2153	 1698	 2950	 0.000000	-1.062819	-1.030442	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
400	123	1	-4007	-845	 1697	 2952	 0.000000	-1.063082	-1.029996	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
401	127	1	-4063	-512	 1698	 2973	 0.000000	-1.062937	-1.035020	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
402	118	1	-3486	-2149	 1899	 2931	 0.000000	-1.031414	-1.024676	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
403	122	1	-3484	 2153	 1698	 2950	 0.000000	-1.062819	-1.030442	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
404	127	1	-4063	-512	 1698	 2973	 0.000000	-1.062937	-1.035020	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
405	128	1	-3651	-1855	 1885	 2979	 0.000000	-1.033635	-1.036016	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
406	118	1	-3486	-2149	 1899	 2931	 0.000000	-1.031414	-1.024676	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
407	129	1	-4044	-646	 1838	 3040	 0.000000	-1.041058	-1.050682	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
408	118	1	-3486	-2149	 1899	 2931	 0.000000	-1.031414	-1.024676	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
409	127	1	-4063	-512	 1698	 2973	 0.000000	-1.062937	-1.035020	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
410	129	1	-4044	-646	 1838	 3040	 0.000000	-1.041058	-1.050682	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
411	129	1	-4044	-646	 1838	 3040	 0.000000	-1.041058	-1.050682	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
412	127	1	-4063	-512	 1698	 2973	 0.000000	-1.062937	-1.035020	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
413	130	1	-3633	-1890	 1674	 3051	 0.000000	-1.066600	-1.052880	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
414	131	1	-4095	-57	 1844	 3057	 0.000000	-1.040131	-1.054846	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
415	129	1	-4044	-646	 1838	 3040	 0.000000	-1.041058	-1.050682	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
416	132	1	-3309	-2412	 1829	 3096	 0.000000	-1.042315	-1.063268	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
417	129	1	-4044	-646	 1838	 3040	 0.000000	-1.041058	-1.050682	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
418	133	1	-3883	-1303	 1793	 3125	 0.000000	-1.048057	-1.070403	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
419	132	1	-3309	-2412	 1829	 3096	 0.000000	-1.042315	-1.063268	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
420	129	1	-4044	-646	 1838	 3040	 0.000000	-1.041058	-1.050682	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
421	130	1	-3633	-1890	 1674	 3051	 0.000000	-1.066600	-1.052880	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
422	133	1	-3883	-1303	 1793	 3125	 0.000000	-1.048057	-1.070403	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
423	134	1	 3307	 2416	 1795	 3144	 0.000000	-1.046282	-1.075991	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
424	133	1	-3883	-1303	 1793	 3125	 0.000000	-1.048057	-1.070403	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
425	135	1	 4096	 0	 1794	 3146	 0.000000	-1.046277	-1.075723	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
426	133	1	-3883	-1303	 1793	 3125	 0.000000	-1.048057	-1.070403	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
427	130	1	-3633	-1890	 1674	 3051	 0.000000	-1.066600	-1.052880	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
428	135	1	 4096	 0	 1794	 3146	 0.000000	-1.046277	-1.075723	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
429	135	1	 4096	 0	 1794	 3146	 0.000000	-1.046277	-1.075723	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
430	130	1	-3633	-1890	 1674	 3051	 0.000000	-1.066600	-1.052880	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
431	136	1	 941	 3986	 1795	 3148	 0.000000	-1.046763	-1.077408	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
432	130	1	-3633	-1890	 1674	 3051	 0.000000	-1.066600	-1.052880	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
433	138	1	-3945	-1100	 1590	 3159	 0.000000	-1.079788	-1.078434	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
434	141	1	-2140	-3492	 1594	 3193	 0.000000	-1.078796	-1.085672	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
435	137	1	-4064	-508	 1799	 3149	 0.000000	-1.047156	-1.076271	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
436	136	1	 941	 3986	 1795	 3148	 0.000000	-1.046763	-1.077408	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
437	139	1	-3029	-2756	 1778	 3188	 0.000000	-1.050227	-1.084725	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
438	136	1	 941	 3986	 1795	 3148	 0.000000	-1.046763	-1.077408	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
439	130	1	-3633	-1890	 1674	 3051	 0.000000	-1.066600	-1.052880	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
440	139	1	-3029	-2756	 1778	 3188	 0.000000	-1.050227	-1.084725	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
441	139	1	-3029	-2756	 1778	 3188	 0.000000	-1.050227	-1.084725	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
442	130	1	-3633	-1890	 1674	 3051	 0.000000	-1.066600	-1.052880	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
443	141	1	-2140	-3492	 1594	 3193	 0.000000	-1.078796	-1.085672	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
444	139	1	-3029	-2756	 1778	 3188	 0.000000	-1.050227	-1.084725	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
445	141	1	-2140	-3492	 1594	 3193	 0.000000	-1.078796	-1.085672	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
446	142	1	-2940	-2851	 1757	 3202	 0.000000	-1.053490	-1.087978	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
447	145	1	 3483	 2154	 1590	 3257	 0.000000	-1.078277	-1.102396	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
448	144	1	-1250	-3900	 1589	 3254	 0.000000	-1.079396	-1.099845	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
449	147	1	 4096	 0	 1588	 3260	 0.000000	-1.078465	-1.102441	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
450	144	1	-1250	-3900	 1589	 3254	 0.000000	-1.079396	-1.099845	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
451	145	1	 3483	 2154	 1590	 3257	 0.000000	-1.078277	-1.102396	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
452	146	1	-2167	-3475	 1592	 3257	 0.000000	-1.079114	-1.100678	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
453	146	1	-2167	-3475	 1592	 3257	 0.000000	-1.079114	-1.100678	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
454	145	1	 3483	 2154	 1590	 3257	 0.000000	-1.078277	-1.102396	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
455	148	1	 1186	 3920	 1590	 3263	 0.000000	-1.078744	-1.104341	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
456	141	1	-2140	-3492	 1594	 3193	 0.000000	-1.078796	-1.085672	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
457	140	1	-1387	-3853	 1588	 3189	 0.000000	-1.079580	-1.084625	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
458	143	1	-4095	 78	 1579	 3219	 0.000000	-1.081537	-1.092856	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
459	142	1	-2940	-2851	 1757	 3202	 0.000000	-1.053490	-1.087978	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
460	141	1	-2140	-3492	 1594	 3193	 0.000000	-1.078796	-1.085672	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
461	143	1	-4095	 78	 1579	 3219	 0.000000	-1.081537	-1.092856	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
462	142	1	-2940	-2851	 1757	 3202	 0.000000	-1.053490	-1.087978	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
463	143	1	-4095	 78	 1579	 3219	 0.000000	-1.081537	-1.092856	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
464	146	1	-2167	-3475	 1592	 3257	 0.000000	-1.079114	-1.100678	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
465	142	1	-2940	-2851	 1757	 3202	 0.000000	-1.053490	-1.087978	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
466	146	1	-2167	-3475	 1592	 3257	 0.000000	-1.079114	-1.100678	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
467	148	1	 1186	 3920	 1590	 3263	 0.000000	-1.078744	-1.104341	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
468	142	1	-2940	-2851	 1757	 3202	 0.000000	-1.053490	-1.087978	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
469	148	1	 1186	 3920	 1590	 3263	 0.000000	-1.078744	-1.104341	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
470	149	1	-2340	-3361	 1704	 3287	 0.000000	-1.061649	-1.107744	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
471	152	1	-2237	-3430	 1577	 3301	 0.000000	-1.081472	-1.111004	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
472	151	1	-1706	-3723	 1564	 3299	 0.000000	-1.083395	-1.110446	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
473	153	1	-4057	-561	 1534	 3347	 0.000000	-1.088561	-1.122661	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
474	149	1	-2340	-3361	 1704	 3287	 0.000000	-1.061649	-1.107744	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
475	148	1	 1186	 3920	 1590	 3263	 0.000000	-1.078744	-1.104341	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
476	150	1	-2820	-2970	 1670	 3294	 0.000000	-1.067059	-1.109504	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
477	148	1	 1186	 3920	 1590	 3263	 0.000000	-1.078744	-1.104341	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
478	147	1	 4096	 0	 1588	 3260	 0.000000	-1.078465	-1.102441	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
479	152	1	-2237	-3430	 1577	 3301	 0.000000	-1.081472	-1.111004	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
480	150	1	-2820	-2970	 1670	 3294	 0.000000	-1.067059	-1.109504	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
481	148	1	 1186	 3920	 1590	 3263	 0.000000	-1.078744	-1.104341	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
482	152	1	-2237	-3430	 1577	 3301	 0.000000	-1.081472	-1.111004	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
483	150	1	-2820	-2970	 1670	 3294	 0.000000	-1.067059	-1.109504	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
484	152	1	-2237	-3430	 1577	 3301	 0.000000	-1.081472	-1.111004	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
485	154	1	-4085	-288	 1651	 3367	 0.000000	-1.070285	-1.127432	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
486	152	1	-2237	-3430	 1577	 3301	 0.000000	-1.081472	-1.111004	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
487	153	1	-4057	-561	 1534	 3347	 0.000000	-1.088561	-1.122661	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
488	155	1	-4091	 201	 1541	 3371	 0.000000	-1.087474	-1.128518	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
489	154	1	-4085	-288	 1651	 3367	 0.000000	-1.070285	-1.127432	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
490	152	1	-2237	-3430	 1577	 3301	 0.000000	-1.081472	-1.111004	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
491	155	1	-4091	 201	 1541	 3371	 0.000000	-1.087474	-1.128518	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
492	155	1	-4091	 201	 1541	 3371	 0.000000	-1.087474	-1.128518	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
493	157	1	-4092	 168	 1526	 3451	 0.000000	-1.089818	-1.147258	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
494	158	1	-3631	-1894	 1584	 3497	 0.000000	-1.080662	-1.157410	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
495	154	1	-4085	-288	 1651	 3367	 0.000000	-1.070285	-1.127432	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
496	155	1	-4091	 201	 1541	 3371	 0.000000	-1.087474	-1.128518	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
497	156	1	-4026	-753	 1655	 3402	 0.000000	-1.069648	-1.135493	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
498	156	1	-4026	-753	 1655	 3402	 0.000000	-1.069648	-1.135493	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
499	155	1	-4091	 201	 1541	 3371	 0.000000	-1.087474	-1.128518	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
500	158	1	-3631	-1894	 1584	 3497	 0.000000	-1.080662	-1.157410	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
501	156	1	-4026	-753	 1655	 3402	 0.000000	-1.069648	-1.135493	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
502	158	1	-3631	-1894	 1584	 3497	 0.000000	-1.080662	-1.157410	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
503	159	1	-1940	-3607	 1604	 3499	 0.000000	-1.077193	-1.157356	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
504	158	1	-3631	-1894	 1584	 3497	 0.000000	-1.080662	-1.157410	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
505	157	1	-4092	 168	 1526	 3451	 0.000000	-1.089818	-1.147258	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
506	160	1	-3955	-1063	 1596	 3511	 0.000000	-1.078853	-1.160945	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
507	160	1	-3955	-1063	 1596	 3511	 0.000000	-1.078853	-1.160945	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
508	157	1	-4092	 168	 1526	 3451	 0.000000	-1.089818	-1.147258	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
509	161	1	-3971	-1000	 1543	 3513	 0.000000	-1.087137	-1.161433	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
510	161	1	-3971	-1000	 1543	 3513	 0.000000	-1.087137	-1.161433	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
511	162	1	-500	-4065	 1540	 3518	 0.000000	-1.086900	-1.161670	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
512	164	1	 1327	 3874	 1545	 3521	 0.000000	-1.085747	-1.164796	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
513	160	1	-3955	-1063	 1596	 3511	 0.000000	-1.078853	-1.160945	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
514	161	1	-3971	-1000	 1543	 3513	 0.000000	-1.087137	-1.161433	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
515	164	1	 1327	 3874	 1545	 3521	 0.000000	-1.085747	-1.164796	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
516	160	1	-3955	-1063	 1596	 3511	 0.000000	-1.078853	-1.160945	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
517	164	1	 1327	 3874	 1545	 3521	 0.000000	-1.085747	-1.164796	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
518	165	1	-941	 3986	 1542	 3522	 0.000000	-1.086677	-1.165064	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
519	160	1	-3955	-1063	 1596	 3511	 0.000000	-1.078853	-1.160945	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
520	165	1	-941	 3986	 1542	 3522	 0.000000	-1.086677	-1.165064	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
521	166	1	-4094	 92	 1556	 3525	 0.000000	-1.085131	-1.164579	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
522	162	1	-500	-4065	 1540	 3518	 0.000000	-1.086900	-1.161670	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
523	161	1	-3971	-1000	 1543	 3513	 0.000000	-1.087137	-1.161433	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
524	163	1	-4096	 0	 1539	 3519	 0.000000	-1.087788	-1.163144	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
525	166	1	-4094	 92	 1556	 3525	 0.000000	-1.085131	-1.164579	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
526	165	1	-941	 3986	 1542	 3522	 0.000000	-1.086677	-1.165064	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
527	167	1	-4048	 623	 1566	 3528	 0.000000	-1.083559	-1.165444	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
528	163	1	-4096	 0	 1539	 3519	 0.000000	-1.087788	-1.163144	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
529	161	1	-3971	-1000	 1543	 3513	 0.000000	-1.087137	-1.161433	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
530	168	1	-4061	 533	 1523	 3534	 0.000000	-1.090281	-1.166823	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
531	165	1	-941	 3986	 1542	 3522	 0.000000	-1.086677	-1.165064	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
532	163	1	-4096	 0	 1539	 3519	 0.000000	-1.087788	-1.163144	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
533	168	1	-4061	 533	 1523	 3534	 0.000000	-1.090281	-1.166823	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
534	167	1	-4048	 623	 1566	 3528	 0.000000	-1.083559	-1.165444	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
535	165	1	-941	 3986	 1542	 3522	 0.000000	-1.086677	-1.165064	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
536	168	1	-4061	 533	 1523	 3534	 0.000000	-1.090281	-1.166823	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
537	167	1	-4048	 623	 1566	 3528	 0.000000	-1.083559	-1.165444	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
538	168	1	-4061	 533	 1523	 3534	 0.000000	-1.090281	-1.166823	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
539	169	1	 99	 4094	 1541	 3545	 0.000000	-1.086622	-1.170488	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
540	171	1	-2742	 3042	 4109	 509	 0.000000	-0.685950	-0.458604	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
541	170	1	-1873	 3642	 4160	 455	 0.000000	-0.677804	-0.446131	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
542	172	1	-3440	 2223	 4097	 514	 0.000000	-0.687967	-0.459526	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
543	174	1	-4039	 676	 4145	 568	 0.000000	-0.680589	-0.471710	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
544	173	1	-4016	 802	 4103	 529	 0.000000	-0.687146	-0.462608	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
545	175	1	-4096	 0	 4144	 569	 0.000000	-0.680756	-0.471738	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
546	175	1	-4096	 0	 4144	 569	 0.000000	-0.680756	-0.471738	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
547	173	1	-4016	 802	 4103	 529	 0.000000	-0.687146	-0.462608	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
548	176	1	-3986	 941	 4145	 570	 0.000000	-0.680578	-0.472260	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
549	176	1	-3986	 941	 4145	 570	 0.000000	-0.680578	-0.472260	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
550	173	1	-4016	 802	 4103	 529	 0.000000	-0.687146	-0.462608	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
551	178	1	-1754	 3701	 4139	 573	 0.000000	-0.681061	-0.473805	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
