Index	Vertex	feature	normal		position		member	gl_Position				member_1			
735	237	1	 3380	 2312	 153	 2616	 0.000000	-1.302829	-0.952209	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
736	238	1	-1960	 3596	 120	 2626	 0.000000	-1.309072	-0.954945	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
737	240	1	 2768	 3018	 167	 2627	 0.000000	-1.300766	-0.955003	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
738	238	1	-1960	 3596	 120	 2626	 0.000000	-1.309072	-0.954945	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
739	239	1	 3093	 2684	 108	 2627	 0.000000	-1.309919	-0.954901	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
740	240	1	 2768	 3018	 167	 2627	 0.000000	-1.300766	-0.955003	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
741	240	1	 2768	 3018	 167	 2627	 0.000000	-1.300766	-0.955003	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
742	239	1	 3093	 2684	 108	 2627	 0.000000	-1.309919	-0.954901	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
743	241	1	 3011	 2776	 87	 2633	 0.000000	-1.313217	-0.956335	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
744	240	1	 2768	 3018	 167	 2627	 0.000000	-1.300766	-0.955003	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
745	241	1	 3011	 2776	 87	 2633	 0.000000	-1.313217	-0.956335	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
746	242	1	 4062	 522	 99	 2646	 0.000000	-1.311128	-0.958694	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
747	242	1	 4062	 522	 99	 2646	 0.000000	-1.311128	-0.958694	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
748	241	1	 3011	 2776	 87	 2633	 0.000000	-1.313217	-0.956335	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
749	243	1	 3932	-1145	 84	 2648	 0.000000	-1.313498	-0.958654	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
750	242	1	 4062	 522	 99	 2646	 0.000000	-1.311128	-0.958694	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
751	243	1	 3932	-1145	 84	 2648	 0.000000	-1.313498	-0.958654	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
752	245	1	-421	 4074	 123	 2660	 0.000000	-1.308290	-0.963060	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
753	245	1	-421	 4074	 123	 2660	 0.000000	-1.308290	-0.963060	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
754	243	1	 3932	-1145	 84	 2648	 0.000000	-1.313498	-0.958654	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
755	247	1	 1720	-3716	 107	 2672	 0.000000	-1.310354	-0.963495	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
756	246	1	-4014	 813	 160	 2663	 0.000000	-1.303240	-0.962768	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
757	245	1	-421	 4074	 123	 2660	 0.000000	-1.308290	-0.963060	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
758	247	1	 1720	-3716	 107	 2672	 0.000000	-1.310354	-0.963495	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
759	246	1	-4014	 813	 160	 2663	 0.000000	-1.303240	-0.962768	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
760	247	1	 1720	-3716	 107	 2672	 0.000000	-1.310354	-0.963495	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
761	248	1	 3303	-2421	 140	 2674	 0.000000	-1.304876	-0.964359	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
762	246	1	-4014	 813	 160	 2663	 0.000000	-1.303240	-0.962768	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
763	248	1	 3303	-2421	 140	 2674	 0.000000	-1.304876	-0.964359	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
764	249	1	 3564	 2018	 131	 2710	 0.000000	-1.306229	-0.974151	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
765	246	1	-4014	 813	 160	 2663	 0.000000	-1.303240	-0.962768	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
766	249	1	 3564	 2018	 131	 2710	 0.000000	-1.306229	-0.974151	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
767	250	1	-3459	-2193	 143	 2719	 0.000000	-1.305783	-0.974975	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
768	250	1	-3459	-2193	 143	 2719	 0.000000	-1.305783	-0.974975	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
769	249	1	 3564	 2018	 131	 2710	 0.000000	-1.306229	-0.974151	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
770	251	1	 4094	-107	 112	 2729	 0.000000	-1.309090	-0.977956	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
771	250	1	-3459	-2193	 143	 2719	 0.000000	-1.305783	-0.974975	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
772	251	1	 4094	-107	 112	 2729	 0.000000	-1.309090	-0.977956	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
773	252	1	-5	-4095	 122	 2738	 0.000000	-1.308362	-0.978848	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
774	255	1	-2896	-2896	 3858	 3816	 0.000000	-0.725200	-1.231870	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
775	257	1	 1567	 3784	 3856	 3819	 0.000000	-0.724604	-1.234612	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
776	258	1	-3322	 2394	 3857	 3819	 0.000000	-0.725443	-1.234188	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
777	255	1	-2896	-2896	 3858	 3816	 0.000000	-0.725200	-1.231870	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
778	258	1	-3322	 2394	 3857	 3819	 0.000000	-0.725443	-1.234188	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
779	259	1	 2165	-3476	 3858	 3819	 0.000000	-0.724170	-1.232396	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
780	260	1	 2896	 2896	 3860	 3819	 0.000000	-0.723709	-1.234341	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
781	259	1	 2165	-3476	 3858	 3819	 0.000000	-0.724170	-1.232396	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
782	261	1	 3784	 1567	 3894	 3820	 0.000000	-0.718216	-1.234170	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
783	259	1	 2165	-3476	 3858	 3819	 0.000000	-0.724170	-1.232396	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
784	258	1	-3322	 2394	 3857	 3819	 0.000000	-0.725443	-1.234188	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
785	261	1	 3784	 1567	 3894	 3820	 0.000000	-0.718216	-1.234170	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
786	261	1	 3784	 1567	 3894	 3820	 0.000000	-0.718216	-1.234170	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
787	258	1	-3322	 2394	 3857	 3819	 0.000000	-0.725443	-1.234188	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
788	268	1	 1567	 3784	 3856	 3822	 0.000000	-0.724604	-1.235315	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
789	261	1	 3784	 1567	 3894	 3820	 0.000000	-0.718216	-1.234170	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
790	268	1	 1567	 3784	 3856	 3822	 0.000000	-0.724604	-1.235315	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
791	269	1	 3784	-1567	 3893	 3823	 0.000000	-0.718372	-1.233916	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
792	262	1	 1522	-3802	 3896	 3820	 0.000000	-0.718363	-1.232531	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
793	261	1	 3784	 1567	 3894	 3820	 0.000000	-0.718216	-1.234170	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
794	266	1	 3784	-1567	 3895	 3821	 0.000000	-0.718059	-1.233448	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
795	262	1	 1522	-3802	 3896	 3820	 0.000000	-0.718363	-1.232531	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
796	266	1	 3784	-1567	 3895	 3821	 0.000000	-0.718059	-1.233448	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
797	270	1	 941	-3986	 3896	 3823	 0.000000	-0.718482	-1.233178	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
798	270	1	 941	-3986	 3896	 3823	 0.000000	-0.718482	-1.233178	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
799	266	1	 3784	-1567	 3895	 3821	 0.000000	-0.718059	-1.233448	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
800	271	1	 2153	 3484	 3895	 3824	 0.000000	-0.718391	-1.235692	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
801	254	1	 3673	-1812	 3917	 3790	 0.000000	-0.714645	-1.226107	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
802	253	1	-1280	-3890	 3887	 3790	 0.000000	-0.720340	-1.225473	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
803	255	1	-2896	-2896	 3858	 3816	 0.000000	-0.725200	-1.231870	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
804	255	1	-2896	-2896	 3858	 3816	 0.000000	-0.725200	-1.231870	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
805	253	1	-1280	-3890	 3887	 3790	 0.000000	-0.720340	-1.225473	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
806	264	1	-4094	 97	 3845	 3821	 0.000000	-0.727475	-1.233955	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
807	257	1	 1567	 3784	 3856	 3819	 0.000000	-0.724604	-1.234612	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
808	255	1	-2896	-2896	 3858	 3816	 0.000000	-0.725200	-1.231870	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
809	264	1	-4094	 97	 3845	 3821	 0.000000	-0.727475	-1.233955	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
810	257	1	 1567	 3784	 3856	 3819	 0.000000	-0.724604	-1.234612	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
811	264	1	-4094	 97	 3845	 3821	 0.000000	-0.727475	-1.233955	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
812	265	1	-3322	 2394	 3854	 3821	 0.000000	-0.725911	-1.234656	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
813	265	1	-3322	 2394	 3854	 3821	 0.000000	-0.725911	-1.234656	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
814	264	1	-4094	 97	 3845	 3821	 0.000000	-0.727475	-1.233955	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
815	268	1	 1567	 3784	 3856	 3822	 0.000000	-0.724604	-1.235315	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
816	269	1	 3784	-1567	 3893	 3823	 0.000000	-0.718372	-1.233916	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
817	268	1	 1567	 3784	 3856	 3822	 0.000000	-0.724604	-1.235315	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
818	271	1	 2153	 3484	 3895	 3824	 0.000000	-0.718391	-1.235692	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
819	268	1	 1567	 3784	 3856	 3822	 0.000000	-0.724604	-1.235315	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
820	264	1	-4094	 97	 3845	 3821	 0.000000	-0.727475	-1.233955	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
821	272	1	-185	 4091	 3872	 3839	 0.000000	-0.722461	-1.239393	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
822	271	1	 2153	 3484	 3895	 3824	 0.000000	-0.718391	-1.235692	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
823	268	1	 1567	 3784	 3856	 3822	 0.000000	-0.724604	-1.235315	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
824	272	1	-185	 4091	 3872	 3839	 0.000000	-0.722461	-1.239393	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
825	254	1	 3673	-1812	 3917	 3790	 0.000000	-0.714645	-1.226107	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
826	255	1	-2896	-2896	 3858	 3816	 0.000000	-0.725200	-1.231870	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
827	256	1	 2896	-2896	 3860	 3816	 0.000000	-0.723709	-1.231870	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
828	254	1	 3673	-1812	 3917	 3790	 0.000000	-0.714645	-1.226107	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
829	256	1	 2896	-2896	 3860	 3816	 0.000000	-0.723709	-1.231870	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
830	260	1	 2896	 2896	 3860	 3819	 0.000000	-0.723709	-1.234341	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
831	254	1	 3673	-1812	 3917	 3790	 0.000000	-0.714645	-1.226107	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
832	260	1	 2896	 2896	 3860	 3819	 0.000000	-0.723709	-1.234341	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
833	261	1	 3784	 1567	 3894	 3820	 0.000000	-0.718216	-1.234170	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
834	254	1	 3673	-1812	 3917	 3790	 0.000000	-0.714645	-1.226107	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
835	261	1	 3784	 1567	 3894	 3820	 0.000000	-0.718216	-1.234170	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
836	262	1	 1522	-3802	 3896	 3820	 0.000000	-0.718363	-1.232531	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
837	254	1	 3673	-1812	 3917	 3790	 0.000000	-0.714645	-1.226107	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
838	262	1	 1522	-3802	 3896	 3820	 0.000000	-0.718363	-1.232531	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
839	263	1	 3139	 2631	 3907	 3820	 0.000000	-0.716316	-1.234494	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
840	263	1	 3139	 2631	 3907	 3820	 0.000000	-0.716316	-1.234494	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
841	262	1	 1522	-3802	 3896	 3820	 0.000000	-0.718363	-1.232531	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
842	267	1	 4043	-656	 3897	 3821	 0.000000	-0.717694	-1.233726	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
843	263	1	 3139	 2631	 3907	 3820	 0.000000	-0.716316	-1.234494	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
844	267	1	 4043	-656	 3897	 3821	 0.000000	-0.717694	-1.233726	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
845	270	1	 941	-3986	 3896	 3823	 0.000000	-0.718482	-1.233178	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
846	263	1	 3139	 2631	 3907	 3820	 0.000000	-0.716316	-1.234494	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
847	270	1	 941	-3986	 3896	 3823	 0.000000	-0.718482	-1.233178	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
848	271	1	 2153	 3484	 3895	 3824	 0.000000	-0.718391	-1.235692	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
849	263	1	 3139	 2631	 3907	 3820	 0.000000	-0.716316	-1.234494	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
850	271	1	 2153	 3484	 3895	 3824	 0.000000	-0.718391	-1.235692	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
851	272	1	-185	 4091	 3872	 3839	 0.000000	-0.722461	-1.239393	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
852	273	1	 0	 0	 1873	 1116	 0.000000	-1.034767	-0.599941	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
853	274	1	-3276	-2458	 1855	 1128	 0.000000	-1.038246	-0.602004	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
854	275	1	 3801	 1525	 1879	 1161	 0.000000	-1.033056	-0.610954	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
855	275	1	 3801	 1525	 1879	 1161	 0.000000	-1.033056	-0.610954	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
856	274	1	-3276	-2458	 1855	 1128	 0.000000	-1.038246	-0.602004	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
857	276	1	-3960	 1043	 1844	 1163	 0.000000	-1.040104	-0.611275	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
858	275	1	 3801	 1525	 1879	 1161	 0.000000	-1.033056	-0.610954	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
859	276	1	-3960	 1043	 1844	 1163	 0.000000	-1.040104	-0.611275	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
860	277	1	-155	 4093	 1859	 1177	 0.000000	-1.036986	-0.615487	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
861	279	1	 4031	-721	 3711	 4137	 0.000000	-0.746759	-1.307768	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
862	278	1	 0	 0	 3681	 4126	 0.000000	-0.752267	-1.305410	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
863	280	1	-3431	 2236	 3666	 4160	 0.000000	-0.755309	-1.314061	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
864	279	1	 4031	-721	 3711	 4137	 0.000000	-0.746759	-1.307768	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
865	280	1	-3431	 2236	 3666	 4160	 0.000000	-0.755309	-1.314061	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
866	281	1	 1415	 3843	 3684	 4160	 0.000000	-0.751510	-1.314552	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
867	283	1	 0	 0	 4160	 2608	 0.000000	-0.677423	-0.949629	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
868	284	1	 2356	 3350	 4149	 2624	 0.000000	-0.678663	-0.954401	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
869	285	1	 2624	 3144	 4160	 2626	 0.000000	-0.676889	-0.954807	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
870	284	1	 2356	 3350	 4149	 2624	 0.000000	-0.678663	-0.954401	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
871	286	1	-1204	 3914	 4130	 2628	 0.000000	-0.682356	-0.955511	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
872	287	1	 451	 4071	 4143	 2660	 0.000000	-0.679988	-0.963059	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
873	283	1	 0	 0	 4160	 2608	 0.000000	-0.677423	-0.949629	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
874	282	1	 1551	 3790	 4132	 2608	 0.000000	-0.681483	-0.950786	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
875	284	1	 2356	 3350	 4149	 2624	 0.000000	-0.678663	-0.954401	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
876	284	1	 2356	 3350	 4149	 2624	 0.000000	-0.678663	-0.954401	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
877	282	1	 1551	 3790	 4132	 2608	 0.000000	-0.681483	-0.950786	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
878	286	1	-1204	 3914	 4130	 2628	 0.000000	-0.682356	-0.955511	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
879	286	1	-1204	 3914	 4130	 2628	 0.000000	-0.682356	-0.955511	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
880	282	1	 1551	 3790	 4132	 2608	 0.000000	-0.681483	-0.950786	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
881	288	1	-3178	 2583	 4073	 2666	 0.000000	-0.691663	-0.964011	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
882	289	1	 0	 0	 2114	 2861	 0.000000	-0.997111	-1.008926	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
883	290	1	 4093	 149	 2112	 2865	 0.000000	-0.996590	-1.009909	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
884	291	1	 3867	-1348	 2295	 2890	 0.000000	-0.968043	-1.015311	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
885	291	1	 3867	-1348	 2295	 2890	 0.000000	-0.968043	-1.015311	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
886	290	1	 4093	 149	 2112	 2865	 0.000000	-0.996590	-1.009909	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
887	292	1	 2986	-2803	 2140	 2933	 0.000000	-0.992441	-1.024945	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
888	291	1	 3867	-1348	 2295	 2890	 0.000000	-0.968043	-1.015311	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
889	292	1	 2986	-2803	 2140	 2933	 0.000000	-0.992441	-1.024945	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
890	293	1	-766	-4023	 2220	 2972	 0.000000	-0.980704	-1.033714	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
891	295	1	 2975	-2814	 536	 1572	 0.000000	-1.243068	-0.705958	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
892	294	1	 0	 0	 453	 1547	 0.000000	-1.256642	-0.700957	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
893	296	1	-4084	-305	 436	 1574	 0.000000	-1.260129	-0.707192	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
894	295	1	 2975	-2814	 536	 1572	 0.000000	-1.243068	-0.705958	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
895	296	1	-4084	-305	 436	 1574	 0.000000	-1.260129	-0.707192	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
896	297	1	-2426	 3300	 443	 1590	 0.000000	-1.258698	-0.712042	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
897	295	1	 2975	-2814	 536	 1572	 0.000000	-1.243068	-0.705958	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
898	297	1	-2426	 3300	 443	 1590	 0.000000	-1.258698	-0.712042	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
899	298	1	 3074	 2706	 543	 1601	 0.000000	-1.241954	-0.714439	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
900	299	1	 0	 0	 861	 2140	 0.000000	-1.192892	-0.839941	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
901	300	1	 2492	 3250	 848	 2141	 0.000000	-1.194416	-0.841168	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
902	301	1	 3748	 1651	 861	 2156	 0.000000	-1.192129	-0.844195	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
903	301	1	 3748	 1651	 861	 2156	 0.000000	-1.192129	-0.844195	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
904	300	1	 2492	 3250	 848	 2141	 0.000000	-1.194416	-0.841168	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
905	302	1	 3055	 2727	 842	 2158	 0.000000	-1.195239	-0.844992	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
906	302	1	 3055	 2727	 842	 2158	 0.000000	-1.195239	-0.844992	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
907	303	1	 4083	-315	 805	 2176	 0.000000	-1.200811	-0.848283	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
908	304	1	 3529	-2079	 818	 2180	 0.000000	-1.198893	-0.848682	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
909	301	1	 3748	 1651	 861	 2156	 0.000000	-1.192129	-0.844195	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
910	302	1	 3055	 2727	 842	 2158	 0.000000	-1.195239	-0.844992	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
911	304	1	 3529	-2079	 818	 2180	 0.000000	-1.198893	-0.848682	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
912	301	1	 3748	 1651	 861	 2156	 0.000000	-1.192129	-0.844195	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
913	304	1	 3529	-2079	 818	 2180	 0.000000	-1.198893	-0.848682	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
914	305	1	 2030	-3557	 814	 2199	 0.000000	-1.199823	-0.852684	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
915	307	1	 3440	 2222	 2081	 888	 0.000000	-1.001567	-0.547182	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
916	306	1	 0	 0	 2077	 862	 0.000000	-1.002892	-0.540410	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
917	308	1	 2618	 3149	 2063	 893	 0.000000	-1.004547	-0.548637	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
918	308	1	 2618	 3149	 2063	 893	 0.000000	-1.004547	-0.548637	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
919	306	1	 0	 0	 2077	 862	 0.000000	-1.002892	-0.540410	 0.001000	 1.000000	 0.054902	 0.709804	 0.874510	 1.000000
